origin,destination,count
MCO,SIN,1
MCO,SNA,80
MCO,SXM,2
MCO,YWG,72
MCT,CAI,42
MCT,DAR,14
MCT,DXB,3747
MCT,MAA,53
MCT,MXP,107
MDG,DLC,5
MDG,ICN,4
MDK,FIH,1
MDL,CNX,2
MDT,AUS,4
MDT,IND,2
MDT,JAX,18
MDT,ROC,3
MDT,YVR,16
MDW,BHM,4651
MDW,BOI,339
MDW,BUR,121
MDW,DFW,4
MDW,EWR,21681
MDW,GEG,387
MDW,ISP,10
MDW,LSE,3
MDW,OMA,21755
MDW,ORD,2
MDW,PVD,7895
MDW,RNO,1054
MDW,SNA,2589
MED,AUH,1
MED,JED,231
MEI,SHV,1
MEL,HKG,4067
MEL,HNL,52
MEL,TAO,1
MEL,TSN,1
MEM,ELP,4
MEM,GSO,1
MEM,HRO,405
MEM,IAH,15306
MEM,ILM,1
MEM,LAS,27
MEM,MCO,3126
MEM,ORD,30812
MEM,PDX,25
MEM,PHL,7930
MEM,SMF,1
MEX,CUU,7316
MEX,DFW,20558
MEX,DTT,2
MEX,HOU,977
MEX,IAD,3354
MEX,JAL,69
MEX,MFE,163
MEX,MTT,2320
MEX,NLD,1028
MEX,NYC,5
MEX,PAR,1
MEX,PSM,1
MEX,REX,2847
MEX,SEA,7
MEX,SFO,7989
MEX,SMF,45
MEX,TPQ,314
MEX,XNA,1
MEX,YYC,1
MFE,DAL,1
MFE,LAS,14
MFE,MSP,3
MFE,SAT,3
MFM,DMK,3
MGA,IAH,3283
MGA,PTY,1264
MGB,ADL,580
MGB,MEL,671
MGM,DFW,3775
MGM,DTW,8
MGM,IAD,1
MGM,SHV,6
MGM,TRI,1
MHH,TPA,1
MHK,DFW,3211
MHT,BNA,4
MHT,BUF,3
MHT,CMH,10
MHT,CPH,1
MHT,JAX,20
MHT,LAS,76
MHT,MCI,1
MHT,ORF,8
MHT,RNO,4
MHT,SAT,24
MHT,SDF,5
MHT,SNA,4
MIA,BDA,2150
MIA,BHM,2026
MIA,CCS,1531
MIA,GUA,4504
MIA,LIR,944
MIA,MGA,1509
MIA,MID,407
MIA,NAS,5735
MIA,PIR,1
MIA,STP,1
MIA,VCE,2
MIA,VVI,342
MID,MTY,389
MII,JTC,48
MIL,LIS,1
MIL,MIL,1
MIL,STN,1
MINGA,KUL,1
MINGA,NRT,1
Minne,AMS,1
MINNE,EWR,1
MJF,OSY,1
MJT,LGW,2
MJV,MAD,73
MJV,STN,17
MKE,ATL,74633
MKE,CHI,3
MKE,CHO,2
MKE,CHS,1
MKE,CLE,4563
MKE,ELP,3
MKE,GSO,4
MKE,JAX,7
MKE,MKE,16
MKE,PBI,36
MKE,SJC,233
MKE,YVR,5
MKK,KOA,30
MKK,LUP,1
MKT,BUF,1
MLA,BCN,51
MLA,BLQ,2
MLA,BRU,226
MLA,CGN,2
MLA,EDI,6
MLA,EIN,2
MLA,JFK,1
MLA,LTN,44
MLA,MAN,60
MLA,TUN,6
MLB,DFW,1
MLE,AUH,35
MLE,SIN,177
MLH,LTN,1
MLH,PMI,4
MLH,SXF,13
MLI,HSV,4
MLI,MCO,1
MLI,PIE,1
MLX,IST,79
MME,MSP,10
MMU,BKL,2
MMU,MIA,1
MMX,ORB,13
MMX,VBY,5
MMX,WAW,1
MNG,DRW,22
MNL,AMS,187
MNL,ATL,3
MNL,EWR,2
MNL,GES,57
MNL,LGP,80
MNL,MCO,3
MNL,PPS,607
MNL,SGN,386
MNL,YYZ,24
MOB,BNA,1
MOB,GRJ,1
MOB,JAN,19
MOB,ORD,1327
MOT,IAH,2140
MOW,GVA,11
MOW,IAH,1
MPA,ERS,15
MPL,CMN,40
MPL,HHN,2
MPL,LGW,176
MPM,GRU,7
MPM,INH,155
MPM,IST,11
MPM,NBO,104
MPM,POL,34
MPM,UEL,84
MQX,AXU,1
MRN,HKY,7
MRS,AAE,8
MRS,AGB,1
MRS,SXB,381
MRU,FRA,45
MRU,SEZ,24
MRU,SIN,40
MRV,VKO,1
MRY,DTW,1
MRY,SFO,1894
MRY,YUM,6
MSC,GRI,1
MSN,BIL,4
MSN,MSN,7
MSN,PHL,8
MSO,FLL,1
MSO,PDX,1177
MSO,TRI,1
MSP,AGS,12
MSP,ALB,3304
MSP,ASE,10
MSP,BAH,1
MSP,BOS,61797
MSP,BRD,2831
MSP,BRO,2
MSP,BTR,7
MSP,BWD,2
MSP,BZN,5629
MSP,CAE,5
MSP,COS,2
MSP,DEL,3
MSP,DSM,26647
MSP,DTW,85107
MSP,EIN,1
MSP,ELP,184
MSP,FAI,458
MSP,FAR,28884
MSP,FCA,1877
MSP,FMY,8
MSP,GDL,7
MSP,GEG,15609
MSP,HAM,4
MSP,HDN,137
MSP,HSV,390
MSP,IND,41198
MSP,ING,1
MSP,ISN,2616
MSP,JLN,4
MSP,LNZ,1
MSP,LPI,2
MSP,LSE,8786
MSP,MBS,2018
MSP,MCO,33413
MSP,MKL,1
MSP,MML,5629
MSP,MOT,7199
MSP,MOW,2
MSP,NYC,74
MSP,PVU,2
MSP,QRO,3
MSP,SGF,69
MSP,SJU,324
MSP,TLS,2
MSP,TUS,2011
MSP,XMN,1
MSP,YHZ,4
MSP,YQM,1
MSP,YVR,7964
MSP,ZRH,88
MSQ,AMS,245
MSQ,ASB,1
MSQ,KGD,1
MSQ,LED,52
MSQ,RIX,39
MSQ,VKO,11
MSQ,VNO,13
MSQ,WAW,161
MSU,JNB,357
MSY,BDL,12
MSY,HOU,28709
MSY,IAD,5479
MSY,IND,117
MSY,LCK,1
MSY,MEM,181
MSY,PIA,1
MSY,TUS,12
MTJ,MSP,3
MTJ,SFO,45
MTT,CUN,1
MTT,MEX,2338
MTY,HAV,4
MTY,LAP,1
MTY,MZT,30
MTY,VER,271
MTY,VSA,127
MUC,ACE,6
MUC,AUH,461
MUC,BOJ,3
MUC,BOM,1399
MUC,BRI,327
MUC,DCA,5
MUC,GVA,4050
MUC,HAJ,5333
MUC,HER,52
MUC,ICN,414
MUC,INN,5
MUC,KBP,875
MUC,MAA,3
MUC,MAD,3504
MUC,MHT,3
MUC,MIL,1
MUC,PHL,3800
MUC,PHX,17
MUC,POZ,1702
MUC,PVG,1040
MUC,RAK,74
MUC,RZE,460
MUC,SOU,323
MUC,TUN,19
MUC,ZPR,19
MUN,CCS,15
MVD,GIG,59
MVL,HPN,1
MVR,NSI,2
MVY,HPN,27
MWZ,BKZ,11
MXL,CUL,16
MXP,ATH,612
MXP,BCN,2379
MXP,BRI,109
MXP,CAG,14
MXP,FLR,1
MXP,IBZ,9
MXP,JED,26
MXP,LMP,2
MXP,PEK,44
MXP,SXF,94
MYR,ABE,3
MYR,CAK,1
MYR,LBE,35
MYR,MSP,2
MYR,PHL,733
MZR,IST,82
MZT,LAP,11
MZT,LAX,100
NAN,PER,1
NAN,TRW,79
NAP,AMS,149
NAP,CGN,1
NAP,DFW,5
NAP,LIN,3517
NAP,LPL,3
NAP,PRG,3
NAP,STN,82
NAP,SXF,16
NAP,TRS,2
NAS,ELH,32
NAS,EWR,718
NAS,GGT,39
NAS,KIN,23
NAS,MSY,1
NAS,PLS,21
NAS,RSW,7
NAT,REC,68
NAT,VCP,7
NAV,IST,9
NAY,HET,2
NAY,JUZ,1
NBO,CMN,24
NBO,COO,19
NBO,EDI,1
NBO,FBM,118
NBO,FIH,103
NBO,HRE,237
NBO,JRO,389
NBO,NLA,39
NBO,TNR,213
NCE,ARN,216
NCE,ATH,13
NCE,CDG,4755
NCE,LAS,1
NCE,LED,3
NCE,LPL,63
NCE,MSQ,2
NCE,XCR,2
NCL,BFS,542
NCL,TRE,1
NCR,BUR,1
NDG,PEK,9
NDJ,ABV,21
NDJ,COO,3
NDJ,LOS,5
NDJIL,JOMO ,1
NES,SEA,63
NEW,TYS,1
NGB,CSX,2
NGB,HAK,1
NGB,SHA,2
NGB,ZUH,1
NGO,BKK,233
NGO,OKA,18
NGO,YNT,10
NGS,PVG,8
NHV,PHL,2
NHV,PPT,2
NHV,WAS,1
NIM,ALG,11
NIM,IST,49
NJC,DME,8
NJF,DAM,1
NKC,IST,15
NKG,CJU,1
NKG,CSX,40
NKG,FRA,52
NKG,SWA,1
NKG,URC,1
NKM,SEA,1
NKT,IST,3
NLC,TRE,1
NLD,MEX,1011
NNG,HAN,2
NNG,WUH,1889
NOC,BHX,32
NOC,BOS,1
NOT,OPO,1
NOU,PPT,9
NOV,LAD,5
NQY,LBA,10
NRN,STN,11
NRT,AMS,1181
NRT,AUS,8
NRT,BKK,10370
NRT,DEN,7980
NRT,DUS,256
NRT,FCO,169
NRT,FRA,805
NRT,GMP,1
NRT,HRB,4
NRT,HYD,2
NRT,IAD,13214
NRT,IND,2
NRT,KMQ,133
NRT,NKG,26
NSI,ADD,40
NSI,CMN,15
NSI,DKR,1
NTE,OPO,13
NUE,FRA,6282
NUP,BET,6
Nurnb,HAM,1
NVT,VCP,82
NWK,NWK,1
NYC,AMM,1
NYC,AMS,3
NYC,BPM,1
NYC,CPT,1
NYC,CTG,1
NYC,HAN,13
NYC,LON,17
NYC,MHT,1
NYC,ORD,1
NYC,PIT,4
NYC,RGN,1
NYC,SEA,3
NYC,SJJ,2
NYO,SOF,1
NYP,BWI,12
NYP,HPN,1
NYP,HUD,3
NYP,PHN,1
OAI,DXB,1688
OAK,AUS,3542
OAK,EWR,8
OAK,FCA,7
OAK,FLL,54
OAK,LBB,1
OAK,LIH,145
OAK,MAD,1
OAK,MOB,1
OAK,MSY,1696
OAK,PNS,3
OAK,PUW,1
OAK,RNO,5601
OAK,SLC,24592
OAK,STL,3175
OAX,PHX,1
OER,ARN,294
OGG,BNA,2
OGG,YYC,32
OIT,ICN,1
OKA,HIJ,10
OKA,SDJ,6
OKC,HOU,12501
OKC,ICT,1
OKC,IND,12
OKC,MDW,2142
OKC,PHX,4919
OKC,SAN,80
OKC,SNA,37
OLB,BTS,1
OLB,HAM,5
OLB,MAD,2
OLB,MXP,18
OMA,AMA,6
OMA,CLE,10
OMA,DAY,6
OMA,DCA,4636
OMA,FAT,1
OMA,GRR,4
OMA,LPL,1
OMA,SAV,1
OMA,TUL,1
OMA,TYS,5
OME,WBB,4
OME,WMO,1
ONT,AHN,1
ONT,BNA,268
ONT,DTW,4
ONT,LBB,14
ONT,ORD,9
ONT,PIT,48
ONT,RDM,1
ONT,SMF,44159
ONT,SPS,2
OOK,BET,3
OPO,GIG,3
OPO,MAD,1648
OPO,YYZ,16
ORB,MMX,14
ORD,AVL,4183
ORD,BUF,29067
ORD,DEL,2619
ORD,DTW,124028
ORD,DUB,9699
ORD,FAI,153
ORD,GCM,64
ORD,GRB,20153
ORD,KEF,461
ORD,LSE,7904
ORD,MNL,1
ORD,MTJ,249
ORD,OGG,211
ORD,PBI,6822
ORD,PLS,24
ORD,PTY,1201
ORD,PVD,16631
ORD,PVR,541
ORD,SAN,63421
ORD,SAT,25013
ORD,SCL,1
ORD,SLC,46404
ORD,SLP,4
ORD,SUX,3865
ORD,TPA,36031
ORF,FWA,7
ORF,IND,17
ORF,JFK,2901
ORF,LGA,8281
ORF,PVD,4
ORF,ROC,5
ORF,SFO,1
ORF,SMF,26
ORF,STL,107
ORH,MCO,323
ORH,ORH,1
ORK,CDG,492
ORK,DUB,11
ORK,GDN,4
ORK,MUC,90
ORK,NCL,53
ORL,BOS,1
ORL,IAH,2
ORL,MSP,15
ORY,DUB,191
ORY,FAO,32
ORY,LIG,177
ORY,LIS,1699
ORY,MAD,4996
ORY,MIR,8
ORY,ORY,4
ORY,PSA,28
ORY,RBA,55
ORY,SAW,47
ORY,SPU,4
ORY,SYD,1
OSH,PTK,7
OSL,ATH,18
OSL,BOJ,1
OSL,BRU,1290
OSL,CHQ,4
OSL,HAM,222
OSL,IAH,2
OSL,OAK,71
OSL,PRG,80
OSL,SSJ,2
OSL,TLV,1
OSL,WAW,49
OSR,PRG,376
OSR,WAW,1
OTP,BUD,622
OTP,DTM,4
OTP,FRA,4114
OTP,IAS,539
OTP,LIN,220
OTP,YUL,1
OUA,ACC,15
OUA,CDG,330
OUA,IST,41
OVB,TSE,1
OVD,AGP,9
OXB,DKR,53
OXF,EWR,2
PAG,MNL,3
PAH,ORD,3002
PAP,LAX,1
PAR,BER,3
PAR,DUS,4
PAR,ENC,1
PAR,EWR,4
PAR,FKB,4
PAR,HBF,1
PAR,IAD,1
PAR,IDA,2
PAR,LBA,1
PAR,LCY,1
PAR,MSP,17
PAR,QKL,2
PAR,ZRH,1
PBG,FLL,4
PBI,ATL,94943
PBI,GIG,1
PBI,PHX,20
PBI,STL,15
PBI,XNA,3
PDK,LUK,5
PDX,BIL,1124
PDX,BLI,1268
PDX,BWI,412
PDX,DAL,1677
PDX,FAT,1747
PDX,HIO,3
PDX,HNL,2788
PDX,IAH,9579
PDX,ICT,9
PDX,KOA,523
PDX,MAF,1
PDX,PEK,2
PDX,PSC,1148
PDX,PUW,1
Pears,YOW,2
PEK,AVL,1
PEK,CJU,27
PEK,DLU,16
PEK,DNH,3
PEK,DOH,123
PEK,INC,164
PEK,ISB,32
PEK,JMU,22
PEK,LAS,11
PEK,LON,2
PEK,NKG,1427
PEK,SFO,11853
PEK,SHA,31714
PEK,SJC,403
PEK,TSE,18
PEK,TUS,1
PEK,WAW,77
PEK,WUH,1339
PEK,XSP,1
PEM,CUZ,42
PEN,CAN,336
PEN,KCH,10
PEN,KNO,2
PEN,RGN,1
PEN,TGG,8
PEN,USM,5
PER,AMS,1
PER,BFN,1
PER,BKI,7
PER,CGK,132
PER,CTU,1
PER,CVQ,164
PER,DOH,1255
PER,EDI,1
PER,EWR,2
PER,FRA,2
PER,JFK,6
PER,LAX,10
PER,LHR,7
PER,MJK,9
PER,SAO,1
PER,SGN,1
PER,SYD,40708
PER,TAO,1
PER,ULN,1
PER,XMN,1
PER,ZNE,21499
PFO,EDI,4
PGD,PHL,7
PGF,BCN,2
PGF,ORY,368
PGF,PAR,1
PHC,NDJ,9
PHE,BNE,126
PHE,ZNE,8
PHL,AGP,1
PHL,ALB,15311
PHL,AMS,4487
PHL,ATL,137952
PHL,AUS,7323
PHL,BHM,3271
PHL,DTW,65862
PHL,GRB,1
PHL,HOU,193
PHL,LAN,1
PHL,LIH,1
PHL,MUC,4266
PHL,SGF,1
PHL,SHR,1
PHL,SYD,2
PHX,ASE,9
PHX,ATL,83948
PHX,BCN,27
PHX,BEY,3
PHX,BRO,2
PHX,BUD,8
PHX,CAE,3
PHX,CEU,1
PHX,CEZ,6
PHX,CRP,1
PHX,CTA,2
PHX,CTU,12
PHX,CVG,1143
PHX,DAL,19232
PHX,DWC,2
PHX,FLN,1
PHX,FRU,3
PHX,GEG,6407
PHX,GET,2
PHX,GFK,2
PHX,GUA,4
PHX,HTV,1
PHX,JRO,5
PHX,LAN,14
PHX,LHE,13
PHX,MEM,3266
PHX,MPL,2
PHX,MSP,76802
PHX,PAH,1
PHX,POA,1
PHX,POR,1
PHX,PRG,17
PHX,PSC,2
PHX,PTY,16
PHX,RAP,1
PHX,REP,1
PHX,RIX,1
PHX,RSW,38
PHX,SDF,4411
PHX,SPI,2
PHX,SUN,1
PHX,TRD,1
PHX,TVC,1
PHX,UIO,14
PHX,YKM,2
PHX,YQB,1
PHX,YQY,1
PIA,IAH,3
PIE,AUS,1
PIE,DCA,1
PIE,FSD,2
PIE,MSP,3
PIE,PIT,12
PIE,TOL,3
PIK,ACE,1
PIR,YOW,1
PIT,AOO,55
PIT,BKL,1
PIT,DAY,1
PIT,DFW,26700
PIT,JHW,22
PIT,JST,37
PIT,LNS,111
PIT,MSP,20097
PIT,MYR,5
PIT,PEK,1
PIT,PTI,1
PIT,RDU,5402
PIT,RSW,651
PIT,SJU,2
PIT,STL,4791
PIT,YTZ,714
PIT,YUL,1
PIZ,PHO,1
PKC,ANC,2
PKU,BTH,1
PLH,LHR,5
PLM,CGK,59
PLS,CAP,5
PLS,PAP,10
PLS,YYC,2
PMF,CAG,2
PMI,ALC,131
PMI,BHD,1
PMI,BRQ,1
PMI,FMM,1
PMI,LEJ,4
PMI,LIN,1
PMI,LYS,1
PMI,ORK,1
PMI,ORY,72
PMI,SOF,1
PMI,TLS,1
PMO,BRU,5
PMO,BVA,3
PMO,MAD,2
PMR,WLG,67
PNH,DEN,1
PNH,GVA,12
PNI,POM,1
PNK,CGK,24
PNQ,BOM,2075
PNQ,JAI,6
PNR,DLA,1
PNS,ATL,46901
PNS,CHS,3
PNS,MOB,8
PNS,ORD,450
PNS,PNS,8
PNS,RDU,17
PNT,SCL,3
PNZ,GRU,15
POA,IGU,19
POA,LIS,24
POL,DAR,6
POL,MPM,19
POM,BUA,17
POM,BUL,4
POM,SYD,249
POP,MIA,238
POS,JFK,679
POS,MCO,55
POS,MIA,5275
POU,NYC,1
PPT,BOB,227
PPT,IPC,1
PQC,SGN,64
PQN,COK,1
PQS,BET,31
PQS,MOU,32
PRG,BSL,5
PRG,EMA,19
PRG,HAM,291
PRG,IST,307
PRG,LPL,12
PRG,MAD,442
PRG,ORY,35
PRG,RHO,6
PRG,SEA,28
PRG,SXB,13
PRN,FRA,214
PRN,TXL,1
PSA,CTA,19
PSA,MAN,17
PSG,JNU,356
PSP,JAX,1
PSP,MCI,1
PSP,PIT,3
PSP,SFO,10297
PSP,TPA,2
PSR,HHN,17
PSU,NRT,1
PTK,SAN,1
PTP,CAY,54
PTP,PAP,325
PTY,ASU,671
PTY,ATL,2663
PTY,CCS,1640
PTY,COR,313
PTY,CUN,478
PTY,DFW,315
PTY,IAD,2358
PTY,LAS,369
PTY,LIR,27
PTY,MGA,1151
PTY,ORD,1231
PTY,SJO,8217
PTY,STI,139
PTY,VSA,8
PUF,CDG,726
PUJ,CDG,58
PUJ,DTW,32
PUJ,IAH,139
PUJ,JFK,853
PUJ,PTY,383
PUJ,SFO,2
PUQ,SCL,838
PUS,CAN,40
PUS,DAD,1
PUS,PVG,508
PUS,TPE,288
PUY,FRA,6
PUY,LGW,7
PVD,CUN,1
PVD,DEN,78
PVD,LIT,1
PVD,MDW,8106
PVD,ZRH,2
PVG,ABE,1
PVG,BAV,17
PVG,BKI,9
PVG,DFW,5849
PVG,HFE,180
PVG,INC,30
PVG,IST,265
PVG,JMU,4
PVG,KIJ,4
PVG,MCI,1
PVG,PVG,2
PVG,SIA,1
PVG,SLC,1
PVG,SPI,1
PVG,SQJ,5
PVG,TVS,13
PVG,WNZ,144
PVG,XIC,5
PVG,YKH,16
PVH,RBR,41
PVK,MAN,1
PVR,BJX,8
PVR,OMA,1
PVR,SAN,54
PVU,MSC,1
PWM,ISP,2
PWM,JAX,4
PWM,MSP,14
PWM,RIC,4
PXO,FNC,1
PXO,LIS,1
QAR,AMS,1
QDU,ZRB,1
QEW,LHR,2
QFB,FRA,9
QKL,QKL,1
QOW,LOS,5
QPP,ZMB,4
QPY,QMX,2
QQP,PLH,3
QQP,XRE,3
QQU,WAT,1
QRO,TRC,1
QRW,LOS,7
QXZ,INN,10
RAH,RUH,21
RAI,CMN,2
RAK,MAN,5
RAK,NCE,2
RAO,GYN,14
RAO,UDI,2
RAP,LAS,7
RBA,PHX,1
RBY,FAI,18
RCM,HGD,14
RCU,COR,5
RDM,BHB,1
RDM,LAX,1048
RDM,SJC,1
RDU,ABQ,31
RDU,AVP,1
RDU,DCA,30235
RDU,HAM,2
RDU,LIT,8
RDU,OMA,12
RDU,ORD,45078
RDU,PRG,1
RDU,RIC,11
RDU,SDF,41
RDU,SFO,8174
RDU,TPA,9812
REC,BEL,25
REC,CNF,121
REC,GIG,543
REC,MAO,1
REC,PNZ,71
REC,PTY,45
REP,XSP,1
REX,PAZ,7
REX,VER,5
RGN,CCU,5
RGN,CNX,7
RGN,CTU,1
RGN,SGN,39
RHE,XPG,2
RHO,ATH,217
RHO,MAN,1
RHO,MXP,2
RHO,TXL,2
RIC,BHM,3
RIC,DCA,24
RIC,EWR,13616
RIC,LAX,2
RIC,PHL,21268
RIC,PLS,1
RIC,SFB,6
RIC,YVR,44
RIO,JFK,2
RIO,LON,1
RKH,MRN,7
RMA,DOH,1
RMQ,ICN,13
RNG,APA,3
RNO,BUR,78
RNO,DSM,8
RNO,IAD,2
RNO,LFT,1
RNO,MSP,87
RNO,PHL,44
RNO,SLC,14167
RNS,CDG,1793
RNS,NCE,76
RNS,SEN,171
ROA,BUF,1
ROB,CMN,176
ROC,ABQ,1
ROC,MDT,1
ROC,MHT,3
ROC,ORF,1
ROC,SAT,17
ROK,GLT,2
ROK,MKY,278
ROM,BUH,1
ROM,GVA,7
ROM,JFK,4
ROM,PAR,2
ROP,GUM,78
ROS,EZE,210
RPR,HYD,10
RRG,MRU,3
RSH,BET,11
RST,ATL,4615
RSW,AUS,8
RSW,BDL,597
RSW,LGA,7665
RSW,MIA,39
RSW,MSN,1
RSW,XNA,1
RSW,YYZ,1063
RTE,STM,1
RTM,LHR,1
RTM,MAN,146
RTM,MUC,330
RTM,TXL,2
RTM,VIE,41
RUH,AQI,32
RUH,CDG,1935
RUH,CPT,1
RUH,HBE,7
RUH,RAE,75
RUH,SAW,23
RUH,SHJ,3
RVK,TRD,13
RVR,WAS,1
RVR,WIL,1
SAC,BKY,1
SAF,ACT,1
SAL,BZE,126
SAL,CLO,149
SAL,MEX,1563
SAL,MGA,1015
SAN,ABQ,3028
SAN,BDL,36
SAN,CAE,3
SAN,COU,5
SAN,ELP,179
SAN,EUG,2
SAN,FAT,3528
SAN,HEL,2
SAN,KOA,216
SAN,LHR,7294
SAN,MSN,1
SAN,ORD,60527
SAN,PER,1
SAN,SDF,154
SAN,YOW,1
Santo,ATH,1
SAO,DFW,1
SAO,LHR,2
SAO,MEX,6
SAP,BZE,7
SAR,SIN,1
SAR,TPE,32
SAT,BTR,1
SAT,CKV,1
SAT,DAB,1
SAT,DAL,47557
SAT,EZE,2
SAT,GDL,290
SAT,LIT,1
SAT,MAD,1
SAT,ORF,6
SAT,PHL,395
SAT,RSW,3
SAT,SDF,2
SAT,SHV,1
SAT,TUS,26
SAV,DFW,5725
SAV,ILM,1
SAV,PHL,1722
SAV,YIP,1
SAV,YQB,4
SAW,ADB,207
SAW,BAH,14
SAW,BCN,56
SAW,BGW,1
SAW,GVA,9
SAW,JED,5
SAW,KYA,14
SAW,LWO,1
SAW,LYS,3
SAW,MAD,28
SAW,MLX,10
SAW,PRG,12
SAW,SKP,8
SBA,AUS,2
SBA,SEA,1716
SBG,KNO,1
SBN,ATL,14125
SBN,PGD,51
SBN,SYR,1
SBN,TPA,1
SBP,DFW,1
SBZ,NUE,1
SCE,IAD,3969
Schip,JAN,1
SCJ,SAN,1
SCK,LAS,37
SCL,ATL,4914
SCL,CDG,419
SCL,CLO,1
SCL,FLN,6
SCL,JFK,1735
SCL,MDZ,607
SCL,MVD,503
SCL,SYD,755
SCO,ALA,95
SCO,DME,1
SCO,TSE,40
SCQ,CDG,22
SCQ,PMI,6
SDF,ABI,1
SDF,DAL,89
SDF,LFT,1
SDF,MSP,13749
SDF,ROC,1
SDF,SMF,15
SDF,SNA,10
SDJ,HIJ,12
SDL,LLA,2
SDQ,CDG,65
SDQ,FRA,58
SDQ,JFK,2175
SDQ,MCO,465
SDQ,PLS,26
SDQ,SXM,138
SDR,LIS,1
SDU,CGH,16880
SDU,RAO,7
SEA,ADQ,1
SEA,ANC,42400
SEA,BLI,8856
SEA,CMH,50
SEA,DHB,2
SEA,GTF,1684
SEA,GVA,3
SEA,HOU,1180
SEA,JAN,1
SEA,KAL,1
SEA,MLI,1
SEA,NRT,13955
SEA,ORF,1
SEA,PAR,2
SEA,PHL,17744
SEA,PSG,15
SEA,RSW,7
SEA,SDF,21
SEA,TPE,3093
SEA,VCT,1
SEA,YKM,4919
SEL,GVA,4
SEL,IAH,2
SEL,PEK,3
SEN,ALC,31
SEN,CDG,24
SEU,DAR,1
SEZ,JNB,48
SFB,ATW,4
SFB,BTV,439
SFB,CID,28
SFB,GSO,16
SFB,MFE,1
SFB,MSY,2
SFG,PTP,96
SFN,DFW,1
SFO,ACV,4974
SFO,AKL,3684
SFO,BCN,47
SFO,BOI,14604
SFO,BOM,116
SFO,HKG,32904
SFO,KIX,4473
SFO,MYR,1
SFO,POS,1
SFO,RSW,7
SFO,SAN,87579
SFO,SDF,58
sfo,sea,1
SFO,TCH,1
SFO,TYS,1
SFO,VCE,1
SFO,VIE,1
SFO,VTE,1
SFO,WAS,2
SGC,SVO,46
SGE,SYD,1
SGF,BWI,1
SGF,SFB,60
SGN,ICN,1334
SGN,IST,81
SGN,UIH,71
SGN,VCL,11
SGU,DEN,2003
SGU,SLC,6718
SHA,CSX,304
SHA,CZX,8
SHA,DLU,22
SHA,GSP,1
SHA,GVA,5
SHA,HAK,1
SHA,HAN,2
SHA,HND,1392
SHA,LHW,3
SHA,LYG,134
SHA,LYI,62
SHA,LZH,22
SHA,MXP,1
SHA,SCE,1
SHA,TPA,1
SHA,URC,14
SHE,CIF,1
SHE,CKG,11
SHE,HFE,3
SHE,NTG,2
SHE,PEK,875
SHE,PUS,5
SHJ,IKA,4
SHL,CCU,2
SHO,JNB,432
SHR,DEN,30
SHV,MCO,1
SHV,SAT,1
SIA,HKG,1
SID,CMN,5
SID,LIS,11
SIN,BLR,7051
SIN,Bomba,1
SIN,BOS,4
SIN,CCU,415
SIN,CJB,514
SIN,DOH,3116
SIN,DRW,80
SIN,MAA,2926
SIN,MDL,9
SIN,MXP,454
SIN,NRT,25223
SIN,PLM,20
SIN,PNH,799
SIN,SYD,20937
SIN,TSN,7
SIN,VTZ,138
SIN,WLG,10
SIN,WUH,87
SIN,YQY,1
SIP,DME,16
SIP,OVB,1
SIP,SVO,11
SIR,NHT,1
SJC,BNA,207
SJC,BOM,1
SJC,BUR,28004
SJC,CHA,1
SJC,DSM,9
SJC,ELP,66
SJC,EWR,665
SJC,LIH,218
SJC,OGG,730
SJC,ROC,5
SJC,SAT,312
SJC,SCF,1
SJD,DFW,3470
SJD,DTW,129
SJD,MEX,1644
SJD,YLW,1
SJJ,ARN,2
SJJ,NYC,2
SJO,BOG,1973
SJO,BOS,49
SJO,IAD,77
SJO,JFK,20
SJO,LAX,2447
SJO,LIM,528
SJO,MEM,5
SJO,MTY,1
SJO,MZT,1
SJO,NOB,4
SJO,SDQ,43
SJO,TGU,411
SJP,LAX,1
SJU,ABQ,1
SJU,EIS,1002
SJU,FLL,7286
SJU,FRA,81
SJU,LGW,65
SJU,MAZ,211
SJU,MIA,25704
SJU,MSY,4
SJU,SBH,82
SJU,STI,158
SJU,TPA,2472
SJW,TSN,1
SKB,STT,2
SKB,YYZ,2
SKG,CPH,2
SKG,DME,13
SKG,EWR,7
SKG,GAE,2
SKG,JTR,1
SKG,MUC,489
SKG,OTP,18
SKG,SXF,7
SKP,BEG,102
SKX,VKO,2
SLC,BTM,2164
SLC,BWI,11655
SLC,CDC,895
SLC,CSX,1
SLC,CTU,1
SLC,DEN,110575
SLC,ELP,60
SLC,FCO,11
SLC,GCC,820
SLC,GTF,4150
SLC,IDA,10651
SLC,JLN,1
SLC,LIH,2
SLC,MAD,5
SLC,MLI,1
SLC,MRY,2
SLC,MSO,5541
SLC,NRT,110
SLC,SGU,6807
SLC,SOF,5
SLC,STT,1
SLC,TPA,60
SLC,VEL,41
SLC,VNY,1
SLL,DXB,88
SLP,BJX,3
SLP,DFW,6263
SLP,MSP,88
SLZ,BSB,75
SMA,SNA,1
SMF,ABE,1
SMF,AMA,1
SMF,AUS,81
SMF,DFW,27907
SMF,EWR,48
SMF,GDL,157
SMF,MCI,235
SMF,OGG,341
SMF,OMA,6
SMF,PDX,21761
SMF,PIT,22
SMF,SNA,40089
SMF,TPA,149
SMF,TUL,3
SMF,TUS,135
SMO,CLD,5
SMR,CLO,1
SNA,BNA,47
